"Àmbit territorial","Codi territorial","Nom territori","Any","Període","Habitatges","Renda","Tram de preus"
"Municipi","08273","Subirats","2020","octubre-desembre","5",,"> 650 euros/mes"
"Municipi","25210","Soses","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25209","Sort","2020","octubre-desembre","20","413,50","> 350 i <= 500 euros/mes"
"Municipi","25207","Solsona","2020","octubre-desembre","53","351,40","> 350 i <= 500 euros/mes"
"Municipi","43147","Solivella","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17052","Siurana","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","08270","Sitges","2020","octubre-desembre","246","1.039,75","> 650 euros/mes"
"Municipi","17193","Sils","2020","octubre-desembre","8","586,25","> 500 i <= 650 euros/mes"
"Municipi","08269","Seva","2020","octubre-desembre","10","654,26","> 650 euros/mes"
"Municipi","25203","Seu d'Urgell, la","2020","octubre-desembre","111","399,76","> 350 i <= 500 euros/mes"
"Municipi","17192","Setcases","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","25204","Seròs","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","17190","Serinyà","2020","octubre-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","08267","Sentmenat","2020","octubre-desembre","38","550,18","> 500 i <= 650 euros/mes"
"Municipi","25202","Senterada","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","43044","Sénia, la","2020","octubre-desembre","7","263,57","<= 350 euros/mes"
"Municipi","43145","Selva del Camp, la","2020","octubre-desembre","14","491,07","> 350 i <= 500 euros/mes"
"Municipi","43144","Secuita, la","2020","octubre-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","17187","Saus, Camallera i Llampaies","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","17186","Sarrià de Ter","2020","octubre-desembre","15","615,69","> 500 i <= 650 euros/mes"
"Municipi","43142","Sarral","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08192","Santpedor","2020","octubre-desembre","23","496,69","> 350 i <= 500 euros/mes"
"Municipi","08261","Santa Susanna","2020","octubre-desembre","11","560,91","> 500 i <= 650 euros/mes"
"Municipi","08260","Santa Perpètua de Mogoda","2020","octubre-desembre","71","627,98","> 500 i <= 650 euros/mes"
"Municipi","17184","Santa Pau","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","43140","Santa Oliva","2020","octubre-desembre","11","651,82","> 650 euros/mes"
"Municipi","08258","Santa Maria d'Oló","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08259","Santa Maria de Palautordera","2020","octubre-desembre","33","583,92","> 500 i <= 650 euros/mes"
"Municipi","08256","Santa Maria de Martorelles","2020","octubre-desembre","3",,"> 650 euros/mes"
"Municipi","08251","Santa Margarida i els Monjos","2020","octubre-desembre","31","480,96","> 350 i <= 500 euros/mes"
"Municipi","08250","Santa Margarida de Montbui","2020","octubre-desembre","31","408,66","> 350 i <= 500 euros/mes"
"Municipi","08249","Santa Fe del Penedès","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08248","Santa Eulàlia de Ronçana","2020","octubre-desembre","21","894,43","> 650 euros/mes"
"Municipi","08247","Santa Eulàlia de Riuprimer","2020","octubre-desembre","3",,"> 650 euros/mes"
"Municipi","08246","Santa Eugènia de Berga","2020","octubre-desembre","6","573,33","> 500 i <= 650 euros/mes"
"Municipi","17181","Santa Cristina d'Aro","2020","octubre-desembre","20","749,75","> 650 euros/mes"
"Municipi","43139","Santa Coloma de Queralt","2020","octubre-desembre","10","349,98","<= 350 euros/mes"
"Municipi","08245","Santa Coloma de Gramenet","2020","octubre-desembre","474","601,32","> 500 i <= 650 euros/mes"
"Municipi","17180","Santa Coloma de Farners","2020","octubre-desembre","69","497,06","> 350 i <= 500 euros/mes"
"Municipi","08244","Santa Coloma de Cervelló","2020","octubre-desembre","18","808,33","> 650 euros/mes"
"Municipi","43138","Santa Bàrbara","2020","octubre-desembre","19","342,37","<= 350 euros/mes"
"Municipi","08263","Sant Vicenç dels Horts","2020","octubre-desembre","70","685,24","> 650 euros/mes"
"Municipi","08265","Sant Vicenç de Torelló","2020","octubre-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","08264","Sant Vicenç de Montalt","2020","octubre-desembre","31","1.390,02","> 650 euros/mes"
"Municipi","08262","Sant Vicenç de Castellet","2020","octubre-desembre","61","468,03","> 350 i <= 500 euros/mes"
"Municipi","08098","Sant Salvador de Guardiola","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08240","Sant Sadurní d'Anoia","2020","octubre-desembre","77","605,03","> 500 i <= 650 euros/mes"
"Municipi","25194","Sant Ramon","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","08239","Sant Quirze Safaja","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","08238","Sant Quirze del Vallès","2020","octubre-desembre","49","1.019,03","> 650 euros/mes"
"Municipi","08237","Sant Quirze de Besora","2020","octubre-desembre","8","292,05","<= 350 euros/mes"
"Municipi","08236","Sant Quintí de Mediona","2020","octubre-desembre","14","461,79","> 350 i <= 500 euros/mes"
"Municipi","08235","Sant Pol de Mar","2020","octubre-desembre","34","803,22","> 650 euros/mes"
"Municipi","08189","Sant Pere Sallavinera","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","17178","Sant Pere Pescador","2020","octubre-desembre","12","549,58","> 500 i <= 650 euros/mes"
"Municipi","08234","Sant Pere de Vilamajor","2020","octubre-desembre","13","694,77","> 650 euros/mes"
"Municipi","08233","Sant Pere de Torelló","2020","octubre-desembre","11","359,81","> 350 i <= 500 euros/mes"
"Municipi","08232","Sant Pere de Riudebitlles","2020","octubre-desembre","6","550,00","> 500 i <= 650 euros/mes"
"Municipi","08231","Sant Pere de Ribes","2020","octubre-desembre","115","799,81","> 650 euros/mes"
"Municipi","17177","Sant Pau de Segúries","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","17176","Sant Mori","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","17175","Sant Miquel de Fluvià","2020","octubre-desembre","2",,"> 650 euros/mes"
"Municipi","08229","Sant Mateu de Bages","2020","octubre-desembre","2",,"> 650 euros/mes"
"Municipi","08227","Sant Martí Sarroca","2020","octubre-desembre","6","528,33","> 500 i <= 650 euros/mes"
"Municipi","08226","Sant Martí de Tous","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","25902","Sant Martí de Riucorb","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","17172","Sant Martí de Llémena","2020","octubre-desembre","2",,"> 650 euros/mes"
"Municipi","08224","Sant Martí de Centelles","2020","octubre-desembre","7","392,86","> 350 i <= 500 euros/mes"
"Municipi","08223","Sant Llorenç Savall","2020","octubre-desembre","13","459,58","> 350 i <= 500 euros/mes"
"Municipi","08222","Sant Llorenç d'Hortons","2020","octubre-desembre","7","573,57","> 500 i <= 650 euros/mes"
"Municipi","25193","Sant Llorenç de Morunys","2020","octubre-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17171","Sant Llorenç de la Muga","2020","octubre-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","08221","Sant Just Desvern","2020","octubre-desembre","132","1.315,60","> 650 euros/mes"
"Municipi","17903","Sant Julià del Llor i Bonmatí","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08220","Sant Julià de Vilatorta","2020","octubre-desembre","8","577,50","> 500 i <= 650 euros/mes"
"Municipi","17169","Sant Julià de Ramis","2020","octubre-desembre","10","798,50","> 650 euros/mes"
"Municipi","17166","Sant Jordi Desvalls","2020","octubre-desembre","5",,"> 500 i <= 650 euros/mes"
"Municipi","17185","Sant Joan les Fonts","2020","octubre-desembre","20","451,52","> 350 i <= 500 euros/mes"
"Municipi","08217","Sant Joan Despí","2020","octubre-desembre","131","845,78","> 650 euros/mes"
"Municipi","08218","Sant Joan de Vilatorrada","2020","octubre-desembre","26","474,99","> 350 i <= 500 euros/mes"
"Municipi","17168","Sant Joan de Mollet","2020","octubre-desembre","2",,"> 650 euros/mes"
"Municipi","17167","Sant Joan de les Abadesses","2020","octubre-desembre","9","481,11","> 350 i <= 500 euros/mes"
"Municipi","43902","Sant Jaume d'Enveja","2020","octubre-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","43137","Sant Jaume dels Domenys","2020","octubre-desembre","9","516,67","> 500 i <= 650 euros/mes"
"Municipi","17165","Sant Jaume de Llierca","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08193","Sant Iscle de Vallalta","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","08215","Sant Hipòlit de Voltregà","2020","octubre-desembre","12","483,08","> 350 i <= 500 euros/mes"
"Municipi","17164","Sant Hilari Sacalm","2020","octubre-desembre","27","443,70","> 350 i <= 500 euros/mes"
"Municipi","25192","Sant Guim de Freixenet","2020","octubre-desembre","5",,"<= 350 euros/mes"
"Municipi","17163","Sant Gregori","2020","octubre-desembre","13","796,92","> 650 euros/mes"
"Municipi","08213","Sant Fruitós de Bages","2020","octubre-desembre","42","517,62","> 500 i <= 650 euros/mes"
"Municipi","08209","Sant Fost de Campsentelles","2020","octubre-desembre","15","761,00","> 650 euros/mes"
"Municipi","08212","Sant Feliu Sasserra","2020","octubre-desembre","4",,"> 350 i <= 500 euros/mes"
"Municipi","17161","Sant Feliu de Pallerols","2020","octubre-desembre","11","405,91","> 350 i <= 500 euros/mes"
"Municipi","08211","Sant Feliu de Llobregat","2020","octubre-desembre","197","782,58","> 650 euros/mes"
"Municipi","17160","Sant Feliu de Guíxols","2020","octubre-desembre","119","539,60","> 500 i <= 650 euros/mes"
"Municipi","08210","Sant Feliu de Codines","2020","octubre-desembre","59","579,51","> 500 i <= 650 euros/mes"
"Municipi","17159","Sant Feliu de Buixalleu","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08208","Sant Esteve Sesrovires","2020","octubre-desembre","30","788,90","> 650 euros/mes"
"Municipi","08207","Sant Esteve de Palautordera","2020","octubre-desembre","14","674,64","> 650 euros/mes"
"Municipi","08206","Sant Cugat Sesgarrigues","2020","octubre-desembre","4",,"> 500 i <= 650 euros/mes"
"Municipi","08205","Sant Cugat del Vallès","2020","octubre-desembre","493","1.182,41","> 650 euros/mes"
"Municipi","17158","Sant Climent Sescebes","2020","octubre-desembre","6","676,67","> 650 euros/mes"
"Municipi","08204","Sant Climent de Llobregat","2020","octubre-desembre","18","787,22","> 650 euros/mes"
"Municipi","08202","Sant Celoni","2020","octubre-desembre","84","580,48","> 500 i <= 650 euros/mes"
"Municipi","08203","Sant Cebrià de Vallalta","2020","octubre-desembre","6","821,67","> 650 euros/mes"
"Municipi","43136","Ràpita, la","2020","octubre-desembre","55","350,33","> 350 i <= 500 euros/mes"
"Municipi","08201","Sant Boi de Lluçanès","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08200","Sant Boi de Llobregat","2020","octubre-desembre","279","695,32","> 650 euros/mes"
"Municipi","08199","Sant Bartomeu del Grau","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08198","Sant Antoni de Vilamajor","2020","octubre-desembre","25","730,75","> 650 euros/mes"
"Municipi","17157","Sant Andreu Salou","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","08197","Sant Andreu de Llavaneres","2020","octubre-desembre","53","1.140,41","> 650 euros/mes"
"Municipi","08196","Sant Andreu de la Barca","2020","octubre-desembre","94","629,43","> 500 i <= 650 euros/mes"
"Municipi","08194","Sant Adrià de Besòs","2020","octubre-desembre","106","741,29","> 650 euros/mes"
"Municipi","25191","Sanaüja","2020","octubre-desembre","3",,"<= 350 euros/mes"
"Municipi","17155","Salt","2020","octubre-desembre","117","493,09","> 350 i <= 500 euros/mes"
"Municipi","43905","Salou","2020","octubre-desembre","186","503,73","> 500 i <= 650 euros/mes"
"Municipi","43135","Salomó","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","08191","Sallent","2020","octubre-desembre","22","406,47","> 350 i <= 500 euros/mes"
"Municipi","08190","Saldes","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","25190","Salàs de Pallars","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","08187","Sabadell","2020","octubre-desembre","925","669,22","> 650 euros/mes"
"Municipi","17153","Rupià","2020","octubre-desembre","4",,"> 650 euros/mes"
"Municipi","08184","Rubí","2020","octubre-desembre","320","689,02","> 650 euros/mes"
"Municipi","43134","Rourell, el","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","25189","Rosselló","2020","octubre-desembre","6","450,00","> 350 i <= 500 euros/mes"
"Municipi","17152","Roses","2020","octubre-desembre","97","489,27","> 350 i <= 500 euros/mes"
"Municipi","43133","Roquetes","2020","octubre-desembre","30","415,72","> 350 i <= 500 euros/mes"
"Municipi","08183","Roda de Ter","2020","octubre-desembre","33","467,14","> 350 i <= 500 euros/mes"
"Municipi","43131","Roda de Berà","2020","octubre-desembre","48","572,95","> 500 i <= 650 euros/mes"
"Municipi","08181","Roca del Vallès, la","2020","octubre-desembre","28","671,14","> 650 euros/mes"
"Municipi","17151","Riumors","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","43129","Riudoms","2020","octubre-desembre","20","446,83","> 350 i <= 500 euros/mes"
"Municipi","17150","Riudellots de la Selva","2020","octubre-desembre","7","772,14","> 650 euros/mes"
"Municipi","43128","Riudecols","2020","octubre-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","43127","Riudecanyes","2020","octubre-desembre","5",,"> 650 euros/mes"
"Municipi","17149","Riudaura","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","17148","Riudarenes","2020","octubre-desembre","15","582,67","> 500 i <= 650 euros/mes"
"Municipi","25913","Riu de Cerdanya","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08180","Ripollet","2020","octubre-desembre","139","621,92","> 500 i <= 650 euros/mes"
"Municipi","17147","Ripoll","2020","octubre-desembre","73","399,40","> 350 i <= 500 euros/mes"
"Municipi","43126","Riera de Gaià, la","2020","octubre-desembre","8","575,00","> 500 i <= 650 euros/mes"
"Municipi","17146","Riells i Viabrea","2020","octubre-desembre","11","625,00","> 500 i <= 650 euros/mes"
"Municipi","17145","Ribes de Freser","2020","octubre-desembre","10","473,20","> 350 i <= 500 euros/mes"
"Municipi","25185","Ribera d'Urgellet","2020","octubre-desembre","6","458,33","> 350 i <= 500 euros/mes"
"Municipi","25905","Ribera d'Ondara","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","43125","Riba-roja d'Ebre","2020","octubre-desembre","3",,"<= 350 euros/mes"
"Municipi","43124","Riba, la","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","25183","Rialp","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","43123","Reus","2020","octubre-desembre","556","472,36","> 350 i <= 500 euros/mes"
"Municipi","43122","Renau","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","08179","Rellinars","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","17043","Queralbs","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17142","Quart","2020","octubre-desembre","12","663,17","> 650 euros/mes"
"Municipi","25182","Puigverd de Lleida","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","25181","Puigverd d'Agramunt","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","08175","Puig-reig","2020","octubre-desembre","12","404,17","> 350 i <= 500 euros/mes"
"Municipi","43119","Puigpelat","2020","octubre-desembre","2",,"> 500 i <= 650 euros/mes"
"Municipi","08174","Puigdàlber","2020","octubre-desembre","1",,"> 500 i <= 650 euros/mes"
"Municipi","17141","Puigcerdà","2020","octubre-desembre","56","572,30","> 500 i <= 650 euros/mes"
"Municipi","25179","Prullans","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17139","Preses, les","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","08172","Premià de Mar","2020","octubre-desembre","153","735,59","> 650 euros/mes"
"Municipi","08230","Premià de Dalt","2020","octubre-desembre","34","1.014,98","> 650 euros/mes"
"Municipi","25176","Preixana","2020","octubre-desembre","3",,"> 350 i <= 500 euros/mes"
"Municipi","25175","Prats i Sansor","2020","octubre-desembre","3",,"> 650 euros/mes"
"Municipi","08170","Prats de Rei, els","2020","octubre-desembre","2",,"> 350 i <= 500 euros/mes"
"Municipi","08171","Prats de Lluçanès","2020","octubre-desembre","6","412,50","> 350 i <= 500 euros/mes"
"Municipi","08169","Prat de Llobregat, el","2020","octubre-desembre","204","749,35","> 650 euros/mes"
"Municipi","43116","Prades","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","43115","Pradell de la Teixeta","2020","octubre-desembre","1",,"<= 350 euros/mes"
"Municipi","25174","Portella, la","2020","octubre-desembre","2",,"<= 350 euros/mes"
"Municipi","17138","Portbou","2020","octubre-desembre","5",,"> 350 i <= 500 euros/mes"
"Municipi","17140","Port de la Selva, el","2020","octubre-desembre","6","488,33","> 350 i <= 500 euros/mes"
"Municipi","43114","Porrera","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
"Municipi","17137","Porqueres","2020","octubre-desembre","10","721,00","> 650 euros/mes"
"Municipi","25172","Ponts","2020","octubre-desembre","4",,"<= 350 euros/mes"
"Municipi","17136","Pontós","2020","octubre-desembre","1",,"> 650 euros/mes"
"Municipi","08168","Pontons","2020","octubre-desembre","4",,"<= 350 euros/mes"
"Municipi","08182","Pont de Vilomara i Rocafort, el","2020","octubre-desembre","14","453,51","> 350 i <= 500 euros/mes"
"Municipi","25173","Pont de Suert, el","2020","octubre-desembre","10","351,00","> 350 i <= 500 euros/mes"
"Municipi","43113","Pont d'Armentera, el","2020","octubre-desembre","1",,"> 350 i <= 500 euros/mes"
